GUID 9d5d6f62c95f4aa6af2d89711064cd3c
Type Arrest_Start
Useable Arrest_Start
ID 1197

Size_X 1
Size_Y 1
Size_Z 0.25

Strength 64

Blueprints
[
	{
		CategoryTag "ad1804b6945145f3b308738b0b8ea447" // Tools
		InputItems
		[
			"ebb61f2e64f24351a6ab905b5516060b x 2" // Wire
			"8c25cf28c76a4634855f404c8972c0ae" // Tape
		]
		OutputItems this
		Effect "84347b13028340b8976033c08675d458" // Wrench
	}
	{
		Name Salvage
		CategoryTag "7ed29f9101ae4523a3b2e389414b7bd9" // Salvage
		InputItems this
		OutputItems "ebb61f2e64f24351a6ab905b5516060b" // Wire
		Effect "84347b13028340b8976033c08675d458" // Wrench
	}
]
