GUID 8a89ad936c1445fcba375f9282506b64
Type Throwable
Useable Throwable
ID 259

Size_X 1
Size_Y 1
Size_Z 0.45

Blueprints
[
	{
		CategoryTag "ad1804b6945145f3b308738b0b8ea447" // Tools
		InputItems "23447124471345789403075483b59169" // Red Flare Sconce
		OutputItems this x 2
		Effect "84347b13028340b8976033c08675d458" // Wrench
	}
	{
		Name Salvage
		CategoryTag "7ed29f9101ae4523a3b2e389414b7bd9" // Salvage
		InputItems this x 3
		OutputItems "7aee55ea2abf4f3fb70c4b2677da0e14" // Chemicals
		Skill Craft
		Skill_Level 2
		Effect "84347b13028340b8976033c08675d458" // Wrench
	}
]
