GUID 55a38a85f2d4407480c3335a2cbd07fc
Type Food
Useable Consumeable
ID 1954

Size_X 2
Size_Y 1
Size_Z 0.2

Food 15
Water 5
Virus 15
ConsumeAudioClip Sounds/EatCrunchy.mp3

Fishing_Catchable
{
	Min_Relocate_Interval 0.55
	Max_Relocate_Interval 1.35
	Max_Upward_Acceleration 1.1
	Max_Downward_Acceleration 0.75
	Max_Upward_Speed 0.4
	Max_Downward_Speed 1.2
	Upper_Restitution 0
	Lower_Restitution 2
	Min_Target_Delta 0.30
	Max_Target_Delta 0.45
	Min_Target_Position 0
	Max_Target_Position 0.45
	Capture_Duration 1.75
	Escape_Duration 3
	Spring_Stiffness 18.5
	Spring_Damping 5
}
