GUID 6526d3e0324945618b2eea4ad433cafd
Type Refill
Useable Refill
ID 481

Size_X 2
Size_Y 2
Size_Z 0.35

Clean_Water 20

Blueprints
[
	{
		CategoryTag "ad1804b6945145f3b308738b0b8ea447" // Tools
		InputItems
		[
			"e73a23b102f24520a32ec0b2afaa6157 x 5" // Maple Plank
			"8c25cf28c76a4634855f404c8972c0ae" // Tape
		]
		OutputItems this
		Skill Craft
		Skill_Level 1
		Effect "84347b13028340b8976033c08675d458" // Wrench
	}
	{
		Name Repair
		CategoryTag "732ee6ffeb18418985cf4f9fde33dd11" // Repair
		Operation RepairTargetItem
		InputItems "f2707771eebb4904b1e4b1f58929393b" // Purification Tablets
		Effect "84347b13028340b8976033c08675d458" // Wrench
	}
]

ConsumeAudioClip Sounds/DrinkSwallow.mp3
