GUID 75c8885c931f4d0a919e4af9c5ee099b
Type Throwable
Useable Throwable
ID 256

Size_X 1
Size_Y 1
Size_Z 0.45

Blueprints
[
	{
		CategoryTag "ad1804b6945145f3b308738b0b8ea447" // Tools
		InputItems "22557b51899e486f8282588e610c28b5" // Green Flare Sconce
		OutputItems this x 2
		Effect "84347b13028340b8976033c08675d458" // Wrench
	}
	{
		Name Salvage
		CategoryTag "7ed29f9101ae4523a3b2e389414b7bd9" // Salvage
		InputItems this x 3
		OutputItems "7aee55ea2abf4f3fb70c4b2677da0e14" // Chemicals
		Skill Craft
		Skill_Level 2
		Effect "84347b13028340b8976033c08675d458" // Wrench
	}
]
